playerid,Name,OttoneuID,FG MinorLeagueID,MLB Org,Position(s),Avg Salary,Median Salary,Min Salary,Max Salary,Last 10,Roster%
sa3014683,Roberto Campos,38114,sa3014683,DET CPX,OF,$2.00,$2.00,$2,$2,$1.00,0.299
sa3009289,Elly De La Cruz,36338,sa3009289,CIN A,SS/3B,$2.00,$2.00,$2,$2,$1.00,0.299
sa3016973,Trey Sweeney,40254,sa3016973,NYY A,SS,$2.00,$2.00,$2,$2,$1.00,0.299
sa874684,Nick Plummer,22666,sa874684,NYM AAA,OF,$2.00,$2.00,$2,$2,$1.50,0.299
sa3008247,Bo Naylor,33676,sa3008247,CLE AA,C,$2.00,$2.00,$2,$2,$1.00,0.299
sa3007989,Sean Hjelle,35474,sa3007989,SFG AAA,SP,$2.00,$2.00,$2,$2,$1.50,0.299
sa3014716,Andry Lara,38474,sa3014716,WSN A,SP,$2.00,$2.00,$2,$2,$1.00,0.299
sa3011531,Chris Wright,37832,sa3011531,SFG A+,RP,$2.00,$2.00,$2,$2,$1.00,0.299
sa3014458,Pete Crow-Armstrong,38327,sa3014458,CHC A,Util,$2.00,$2.00,$2,$2,$1.20,1.493
sa3005436,Brayan Bello,33767,sa3005436,BOS AA,SP,$2.00,$2.00,$2,$2,$1.00,0.299
sa3003191,Ivan Herrera,26099,sa3003191,STL AAA,C,$2.00,$2.00,$2,$2,$1.00,0.8959999999999999
sa3015710,Manuel Beltre,38529,sa3015710,TOR DSL,SS,$2.00,$2.00,$2,$2,$1.00,0.299
sa3011530,Matt Canterino,37831,sa3011530,MIN A+,SP,$2.00,$2.00,$2,$2,$1.50,0.8959999999999999
sa3007034,Everson Pereira,33662,sa3007034,NYY CPX,OF,$2.00,$2.00,$2,$2,$1.00,0.597
sa3008392,Curtis Mead,35725,sa3008392,TBR A+,3B,$2.00,$2.00,$2,$2,$1.00,0.597
sa3004584,Drew Strotman,26754,sa3004584,MIN AAA,SP,$2.00,$2.00,$2,$2,$1.00,0.597
sa3005554,Eddys Leonard,33880,sa3005554,LAD A+,2B/SS/3B,$2.00,$2.00,$2,$2,$1.00,0.8959999999999999
sa3007512,Travis Swaggerty,33615,sa3007512,PIT AAA,Util,$2.00,$2.00,$2,$2,$1.40,0.597
sa1159950,Alec Marsh,37106,sa1159950,KCR AA,SP,$2.00,$2.00,$2,$2,$1.67,0.8959999999999999
sa3007828,Willie MacIver,35357,sa3007828,COL AAA,C,$2.00,$2.00,$2,$2,$1.00,0.299
sa3006811,Chris Muller,34731,sa3006811,TBR AA,RP,$2.00,$2.00,$2,$2,$1.00,0.299
21693.0,Miguel Amaya,32321,sa917354,CHC AA,Util,$2.00,$2.00,$2,$2,$1.20,0.8959999999999999
sa3008371,Konnor Pilkington,35711,sa3008371,CLE AA,SP,$2.00,$2.00,$2,$2,$1.00,0.299
sa918314,Jack Suwinski,32783,sa918314,PIT AA,OF,$2.00,$2.00,$2,$2,$1.00,0.597
sa3014932,Max Bain,38667,sa3014932,CHC A+,SP,$2.00,$2.00,$2,$2,$1.00,0.299
sa3014534,Mick Abel,38330,sa3014534,PHI A,SP,$2.00,$2.00,$1,$3,$1.40,2.388
sa918412,Cooper Hummel,32851,sa918412,ARI AAA,OF,$2.00,$2.00,$2,$2,$1.00,0.299
sa3015694,Wilman Diaz,38479,sa3015694,LAD DSL,Util,$2.00,$2.00,$2,$2,$1.00,0.299
sa3014528,Dillon Dingler,38308,sa3014528,DET AA,C,$2.00,$2.00,$2,$2,$1.30,0.299
sa918130,Yerry Rodriguez,32688,sa918130,TEX AAA,SP/RP,$2.00,$2.00,$2,$2,$1.00,0.299
sa3004648,Seth Corry,26798,sa3004648,SFG A+,SP,$2.00,$2.00,$2,$2,$1.20,0.299
sa3006795,Steven Wilson,34715,sa3006795,SDP CPX,RP,$2.00,$2.00,$2,$2,$1.00,0.299
sa3008877,Euribiel Angeles,36160,sa3008877,SDP A+,2B/SS/3B,$2.00,$2.00,$2,$2,$1.00,0.299
sa3005271,Ezequiel Duran,27162,sa3005271,TEX A+,2B/SS,$2.00,$2.00,$1,$3,$1.00,1.493
sa916702,Jose Soriano,32009,sa916702,LAA AAA,Util,$2.00,$2.00,$2,$2,$1.00,0.299
17169.0,Jose Castillo,20044,sa739762,FA,RP,$2.00,$2.00,$2,$2,$1.70,0.8959999999999999
sa3004885,Mason Martin,26958,sa3004885,PIT AAA,1B,$2.00,$2.00,$2,$2,$1.70,0.8959999999999999
sa3014479,Coby Mayo,38378,sa3014479,BAL A,3B,$2.00,$2.00,$2,$2,$1.00,0.299
sa3005077,Adam Hall,27055,sa3005077,BAL AA,2B,$2.00,$2.00,$2,$2,$1.00,0.299
sa3011494,Brandon Williamson,37811,sa3011494,SEA AA,SP,$2.00,$2.00,$2,$2,$1.00,0.597
sa3011308,Thomas Dillard,37686,sa3011308,MIL AA,1B,$2.00,$2.00,$2,$2,$1.00,0.299
sa872782,Oscar Gonzalez,22326,sa872782,CLE AAA,OF,$2.00,$2.00,$2,$2,$1.00,1.194
sa3015696,Cristian Hernandez,39270,sa3015696,CHC DSL,SS,$2.00,$2.00,$2,$2,$1.00,0.299
nan,Sal Frelick,40264,,,Util,$2.00,$2.00,$2,$2,$1.00,0.299
sa3014495,Burl Carraway,38394,sa3014495,CHC AA,RP,$2.00,$2.00,$2,$2,$1.17,0.299
sa3017261,Sam Bachman,40438,sa3017261,LAA AA,SP,$2.00,$2.00,$2,$2,$1.00,0.597
sa1115829,Kyle Stowers,37480,sa1115829,BAL AAA,OF,$2.00,$2.00,$2,$2,$1.00,0.299
sa3014547,Zach DeLoach,38437,sa3014547,SEA AA,OF,$2.00,$2.00,$2,$2,$1.00,0.299
sa918983,Matthew Fraizer,37530,sa918983,PIT AA,OF,$2.00,$2.00,$2,$2,$1.00,0.299
sa747574,Johan Mieses,20188,sa747574,BOS AAA,OF,$2.00,$2.00,$2,$2,$1.00,0.299
nan,Gunnar Hoglund,39977,,,Util,$2.00,$2.00,$2,$2,$1.00,0.299
sa3014499,Jordan Westburg,38398,sa3014499,BAL AA,SS/3B,$2.00,$2.00,$2,$2,$1.00,0.597
sa3010170,Blaine Crim,36939,sa3010170,TEX AA,1B,$2.00,$2.00,$2,$2,$1.00,0.299
nan,Matt McLain,40146,,,Util,$2.00,$2.00,$2,$2,$1.00,0.299
sa3014513,Kyle Harrison,38410,sa3014513,SFG A,SP,$2.00,$2.00,$2,$2,$1.00,0.597
sa3010034,Korey Lee,36859,sa3010034,HOU AAA,C,$2.00,$2.00,$2,$2,$1.00,0.597
sa3008032,Jordyn Adams,33629,sa3008032,LAA A+,OF,$2.00,$2.00,$2,$2,$1.20,0.299
sa3010145,Matthew Barefoot,36915,sa3010145,HOU AA,OF,$2.00,$2.00,$2,$2,$1.00,0.299
sa3014536,Clayton Beeter,38428,sa3014536,LAD AA,SP,$2.00,$2.00,$2,$2,$1.00,0.299
sa3014466,Alec Burleson,38368,sa3014466,STL AAA,OF,$2.00,$2.00,$2,$2,$1.00,0.597
sa916954,Oswaldo Cabrera,32076,sa916954,NYY AAA,2B/SS/3B,$2.00,$2.00,$2,$2,$1.00,0.597
sa3015037,Davis Daniel,38728,sa3015037,LAA AAA,SP,$2.00,$2.00,$2,$2,$1.50,0.299
sa3017169,Benny Montgomery,40386,sa3017169,COL CPX,Util,$2.00,$2.00,$2,$2,$1.00,0.299
sa3005630,Heriberto Hernandez,33954,sa3005630,TBR A,OF,$1.88,$2.00,$1,$2,$1.30,2.388
sa3010571,Hunter Brown,37201,sa3010571,HOU AAA,SP/RP,$1.67,$2.00,$1,$2,$1.00,0.8959999999999999
sa3011413,Hunter Bishop,37634,sa3011413,SFG A,Util,$1.60,$2.00,$1,$2,$1.40,1.493
sa3014697,Robert Puason,37759,sa3014697,OAK A,SS,$1.50,$1.50,$1,$2,$1.00,0.597
sa3010393,Michael Toglia,37072,sa3010393,COL AA,1B,$1.50,$1.50,$1,$2,$1.00,1.194
sa3014440,Austin Wells,38317,sa3014440,NYY A+,C,$1.50,$1.50,$1,$2,$1.10,0.597
sa3004047,Gabriel Arias,26408,sa3004047,CLE AAA,SS,$1.50,$1.50,$1,$2,$1.00,0.597
sa3014686,Erick Pena,37845,sa3014686,KCR CPX,OF,$1.50,$1.50,$1,$2,$1.00,0.597
sa978399,Victor Castaneda,33595,sa978399,MIL AAA,SP,$1.00,$1.00,$1,$1,$1.00,0.299
20243.0,Zac Lowther,31923,sa915645,BAL,SP,$1.00,$1.00,$1,$1,$2.60,0.299
