playerid,Name,OttoneuID,FG MinorLeagueID,MLB Org,Position(s),Avg Salary,Median Salary,Min Salary,Max Salary,Last 10,Roster%
15684.0,Miguel Castro,18431,sa660043,NYM,RP,$4.25,$4.50,$3,$5,$1.70,1.194
14894.0,Tony Kemp,18494,sa708452,OAK,2B/OF,$4.25,$3.00,$3,$10,$1.30,2.388
19392.0,Zach McKinstry,33147,sa918920,LAD AAA,2B/3B/OF,$4.25,$4.00,$3,$7,$2.40,4.776
23796.0,Ryan Weathers,33670,sa3008436,SDP,SP/RP,$4.24,$4.00,$3,$9,$2.00,13.731
16610.0,J.P. Feyereisen,21234,sa829227,TBR,RP,$4.23,$4.00,$3,$8,$1.90,11.642000000000001
25385.0,Drew Rasmussen,35922,sa829799,TBR,SP/RP,$4.23,$3.00,$3,$11,$3.40,58.208999999999996
15679.0,Rowdy Tellez,18499,sa738437,MIL,1B,$4.21,$4.00,$1,$9,$2.70,10.149
19892.0,Pavin Smith,23808,sa829595,ARI,1B/OF,$4.20,$4.00,$3,$10,$1.90,25.373
15594.0,Nick Wittgren,23616,sa621793,CLE,RP,$4.20,$3.50,$3,$7,$1.70,2.985
16221.0,Bradley Zimmer,18374,sa599245,CLE,OF,$4.20,$3.00,$3,$9,$1.00,1.493
2900.0,Roberto Perez,5950,sa328422,PIT,C,$4.20,$3.00,$3,$7,$1.40,1.493
24617.0,Jarren Duran,33685,sa3006786,BOS AAA,OF,$4.19,$4.00,$2,$10,$3.80,66.866
17780.0,Jose Alvarado,29992,sa656049,PHI,RP,$4.18,$4.00,$2,$10,$1.90,16.418
12649.0,Alex Dickerson,23617,sa526380,FA,OF,$4.18,$3.00,$3,$8,$1.50,5.075
11156.0,Merrill Kelly,17763,sa552177,ARI,SP,$4.18,$3.50,$3,$8,$1.40,11.94
14993.0,Scott Barlow,28784,sa597976,KCR,RP,$4.17,$4.00,$3,$13,$3.10,87.463
7007.0,Yadier Molina,8742,sa200258,STL,C,$4.17,$3.00,$3,$11,$1.60,17.612000000000002
15288.0,Adam Cimber,19397,sa737888,TOR,RP,$4.17,$3.00,$3,$9,$1.10,1.791
10322.0,Danny Santana,10028,sa503874,BOS AAA,1B/OF,$4.17,$4.00,$3,$6,$1.50,1.791
21896.0,Brailyn Marquez,32620,sa918004,CHC,RP,$4.16,$3.00,$3,$7,$1.50,5.672000000000001
17964.0,Tyler Gilbert,22739,sa875068,ARI,SP,$4.15,$4.00,$3,$9,$1.30,3.8810000000000002
17586.0,Tanner Scott,21075,sa829027,BAL,RP,$4.15,$4.00,$3,$8,$1.90,8.06
15488.0,Antonio Senzatela,23757,sa657576,COL,SP,$4.15,$3.00,$3,$11,$3.20,12.239
15541.0,Tyler Rogers,19904,sa739036,SFG,RP,$4.15,$4.00,$3,$9,$2.50,61.493
18519.0,Phil Bickford,19211,sa737441,LAD,RP,$4.14,$4.00,$3,$6,$1.70,2.09
18171.0,Seth Brown,23052,sa875797,OAK,OF,$4.14,$3.00,$3,$7,$1.50,2.09
17859.0,Adbert Alzolay,18751,sa735853,CHC,SP/RP,$4.14,$4.00,$3,$8,$2.00,38.209
17273.0,Jorge Mateo,18507,sa657910,BAL,2B/SS/OF,$4.13,$3.50,$3,$9,$1.80,4.776
sa3008765,Luisangel Acuna,36048,sa3008765,TEX A,2B/SS,$4.13,$2.00,$1,$12,$2.80,2.388
21690.0,Edward Cabrera,33325,sa920423,MIA,SP,$4.12,$4.00,$3,$14,$3.10,67.76100000000001
20391.0,Luis Garcia,33548,sa962605,WSN,2B/SS,$4.12,$4.00,$3,$8,$1.70,19.403
9627.0,Yan Gomes,4988,sa501644,CHC,C,$4.12,$3.00,$3,$9,$1.30,7.761
14843.0,Michael Lorenzen,18354,sa548385,LAA,RP,$4.12,$3.00,$3,$7,$1.50,7.761
19278.0,Vladimir Gutierrez,33544,sa952977,CIN,SP,$4.11,$3.50,$3,$10,$2.40,5.372999999999999
sa912848,Yusniel Diaz,23572,sa912848,BAL AAA,OF,$4.11,$5.00,$2,$6,$1.40,2.687
10950.0,Adam Duvall,13750,sa549078,ATL,OF,$4.10,$4.00,$3,$15,$3.10,67.76100000000001
8623.0,Donovan Solano,2885,sa291100,FA,2B,$4.10,$3.00,$3,$8,$1.90,5.97
10547.0,Jimmy Nelson,14409,sa548256,FA,RP,$4.10,$3.00,$3,$12,$1.70,2.985
23378.0,Jose Barrero,33734,sa3005385,CIN,SS/OF,$4.09,$4.00,$3,$10,$2.20,41.493
13338.0,Omar Narvaez,9639,sa504967,MIL,C,$4.08,$3.00,$3,$11,$1.90,47.163999999999994
7531.0,Collin McHugh,8577,sa455151,FA,SP/RP,$4.05,$4.00,$3,$9,$2.80,31.642
5827.0,Wilmer Flores,8583,sa455617,SFG,1B/2B/3B,$4.05,$3.00,$3,$11,$1.20,13.134
19260.0,Jake Fraley,31623,sa857756,SEA,OF,$4.04,$3.00,$3,$7,$2.20,7.462999999999999
17988.0,Tyler Stephenson,22654,sa874242,CIN,C/1B,$4.03,$3.00,$3,$9,$3.10,81.493
22209.0,Sam Huff,32653,sa918046,TEX CPX,1B,$4.03,$4.00,$3,$9,$2.50,11.642000000000001
21318.0,Tylor Megill,35473,sa3007988,NYM,SP,$4.02,$3.00,$3,$9,$2.00,27.164
22810.0,Roansy Contreras,25930,sa3003020,PIT,SP/RP,$4.02,$3.00,$3,$16,$3.30,41.493
17432.0,Jeff Hoffman,18364,sa709602,CIN,SP/RP,$4.00,$4.00,$3,$5,$1.20,0.8959999999999999
18848.0,Yohel Pozo,20782,sa828445,TEX AAA,C,$4.00,$4.00,$4,$4,$1.50,0.299
13345.0,Luis Cessa,10043,sa506912,CIN,RP,$4.00,$4.00,$4,$4,$1.50,0.299
sa3008752,Kevin Alcantara,33677,sa3008752,CHC CPX,OF,$4.00,$4.00,$4,$4,$1.25,0.299
12880.0,Tyler Anderson,15081,sa578009,FA,SP,$4.00,$4.00,$3,$7,$5.80,5.672000000000001
16609.0,Bryan Abreu,20900,sa828588,HOU AAA,RP,$4.00,$4.00,$3,$5,$2.00,1.194
19487.0,Devin Smeltzer,31548,sa829638,MIN,RP,$4.00,$4.00,$4,$4,$1.70,0.299
19866.0,Brandon Bielak,31975,sa915815,HOU,RP,$4.00,$4.00,$4,$4,$1.60,0.299
11189.0,Vince Velasquez,14464,sa548239,FA,SP,$4.00,$4.00,$4,$4,$1.10,0.299
sa3003316,Alexander Canario,26224,sa3003316,CHC A+,OF,$4.00,$4.00,$4,$4,$1.38,0.299
4776.0,Matt Shoemaker,4728,sa468580,SFG AAA,SP/RP,$4.00,$4.00,$4,$4,$1.60,0.299
9794.0,Rex Brothers,4772,sa500766,MIL,RP,$4.00,$3.50,$3,$6,$1.40,1.194
19346.0,Eli White,31423,sa738478,TEX,OF,$4.00,$4.00,$4,$4,$1.40,0.299
16313.0,Yairo Munoz,23841,sa657210,BOS AAA,3B,$4.00,$4.00,$4,$4,$1.70,0.299
18839.0,Josh Naylor,22655,sa874243,CLE,1B/OF,$4.00,$3.50,$3,$10,$2.20,9.552
11489.0,Michael A. Taylor,12139,sa501492,KCR,OF,$4.00,$3.50,$3,$8,$1.30,2.985
21541.0,Reiss Knehr,34859,sa3006952,SDP,SP/RP,$4.00,$4.00,$4,$4,$1.25,0.299
21366.0,Glenn Otto,31949,sa915710,TEX,SP,$4.00,$3.50,$3,$6,$2.50,6.567
2829.0,Manny Piña,2891,sa294107,ATL,C,$4.00,$4.00,$3,$5,$1.00,0.597
18889.0,Danny Mendick,22863,sa875320,CHW AAA,2B/SS/OF,$4.00,$4.00,$4,$4,$1.40,0.299
4418.0,Jed Lowrie,3543,sa294693,FA,2B,$4.00,$3.00,$3,$9,$1.60,5.075
21087.0,DeMarcus Evans,23040,sa875783,TEX AAA,RP,$4.00,$3.50,$3,$6,$1.50,1.194
20491.0,J.B. Bukauskas,31514,sa829263,ARI AAA,RP,$4.00,$4.00,$3,$5,$1.50,0.597
10953.0,Phil Gosselin,14459,sa526190,FA,1B/3B/OF,$4.00,$4.00,$3,$5,$1.30,0.597
19615.0,Luis Barrera,18819,sa736690,OAK,OF,$4.00,$4.00,$4,$4,$1.50,0.299
19683.0,Mike Brosseau,33156,sa918938,MIL CPX,1B/2B/3B,$4.00,$3.00,$3,$7,$1.80,2.09
494.0,Fernando Rodney,7125,sa167931,FA,RP,$4.00,$4.00,$4,$4,$1.90,0.299
9388.0,Josh Tomlin,2788,sa328081,ATL AAA,RP,$4.00,$4.00,$3,$5,$1.30,0.597
9866.0,Chaz Roe,2295,sa294351,TBR AAA,RP,$4.00,$4.00,$3,$5,$1.30,1.493
20418.0,Josh Fleming,26621,sa3004344,TBR,SP/RP,$4.00,$4.00,$3,$7,$1.60,4.478
17874.0,Nestor Cortes,19816,sa738684,NYY,SP/RP,$3.99,$3.00,$1,$11,$2.90,35.522
15491.0,J.P. Crawford,18272,sa737507,SEA,SS,$3.99,$3.00,$3,$12,$1.30,28.06
19569.0,David Bednar,31951,sa915715,PIT,RP,$3.98,$3.00,$3,$9,$2.20,72.53699999999999
13896.0,Chris Flexen,23843,sa658306,SEA,SP,$3.98,$3.00,$3,$11,$2.80,31.642
19899.0,Clarke Schmidt,33679,sa3007582,NYY CPX,SP/RP,$3.98,$3.00,$3,$9,$1.70,13.731
22713.0,Carlos Hernandez,26521,sa3004199,KCR,SP/RP,$3.97,$3.00,$3,$8,$1.50,23.284000000000002
15279.0,Garrett Cooper,19350,sa737833,MIA,1B/OF,$3.96,$3.50,$3,$8,$1.90,14.925
10291.0,Ryan Tepera,16290,sa502039,FA,RP,$3.96,$3.00,$3,$8,$2.10,20.596999999999998
20493.0,Seth Beer,33608,sa3006658,ARI,1B,$3.95,$4.00,$1,$10,$1.80,35.821
19742.0,Anthony Bender,32871,sa918438,MIA,RP,$3.94,$3.00,$3,$9,$2.20,35.821
19268.0,Justin Dunn,23756,sa738718,SEA AAA,SP,$3.94,$3.00,$3,$7,$1.40,4.776
20373.0,Andres Munoz,33259,sa919548,SEA,RP,$3.93,$3.00,$1,$12,$2.40,31.642
15223.0,Adam Frazier,19348,sa737830,SEA,2B/OF,$3.92,$3.00,$3,$17,$2.50,51.641999999999996
4962.0,Asdrubal Cabrera,3456,sa253913,CIN,1B/3B,$3.92,$3.00,$3,$9,$1.50,3.8810000000000002
16939.0,Lane Thomas,21041,sa828962,WSN,OF,$3.92,$3.00,$2,$8,$3.70,27.164
sa3007017,Nolan Gorman,33623,sa3007017,STL AAA,2B/3B,$3.92,$4.00,$1,$12,$2.90,84.77600000000001
sa3008130,Grayson Rodriguez,33612,sa3008130,BAL AA,SP,$3.91,$4.00,$1,$11,$4.10,89.851
21614.0,Kyle Isbel,33686,sa3006861,KCR,OF,$3.91,$4.00,$3,$7,$2.80,6.567
14111.0,Eric Haase,29522,sa601042,DET,C/OF,$3.91,$3.00,$1,$11,$2.70,32.537
14646.0,Rowan Wick,27773,sa549441,CHC,RP,$3.91,$3.00,$3,$12,$1.80,34.626999999999995
sa3004378,Drew Waters,26648,sa3004378,ATL AAA,OF,$3.90,$4.00,$2,$8,$2.10,30.149
18694.0,Kolby Allard,18532,sa874245,TEX,SP/RP,$3.90,$4.00,$3,$5,$4.00,2.985
7146.0,Daniel Hudson,9304,sa454564,LAD,RP,$3.89,$3.50,$3,$9,$1.60,16.715999999999998
5452.0,Ji-Man Choi,14342,sa549626,TBR,1B,$3.89,$3.00,$3,$9,$1.50,5.372999999999999
5517.0,Kyle Higashioka,9395,sa454957,NYY,C,$3.88,$3.50,$3,$6,$1.80,2.388
8779.0,Wade Miley,8658,sa454412,CHC,SP,$3.88,$3.00,$3,$8,$1.80,21.493000000000002
21537.0,Daniel Lynch,33669,sa3007588,KCR,SP,$3.88,$3.50,$3,$10,$1.70,28.656999999999996
4185.0,Rafael Dolis,2834,sa329093,TOR AAA,RP,$3.88,$3.00,$3,$7,$2.00,2.388
11209.0,Casey Sadler,14507,sa549692,SEA,RP,$3.88,$3.00,$3,$7,$2.10,2.388
15507.0,Hunter Harvey,18283,sa737510,SFG AAA,RP,$3.88,$3.50,$3,$5,$1.90,2.388
11384.0,Tommy Kahnle,14809,sa526323,LAD,RP,$3.88,$3.00,$3,$6,$1.10,2.388
24618.0,Ryan Jeffers,33652,sa3007051,MIN,C,$3.86,$4.00,$3,$6,$1.20,6.567
15454.0,Nick Pivetta,19398,sa737889,BOS,SP,$3.86,$3.00,$3,$9,$3.40,26.269000000000002
22275.0,Jake Burger,23809,sa915698,CHW AAA,3B,$3.86,$3.00,$3,$8,$2.00,6.567
10059.0,Max Stassi,8542,sa501262,LAA,C,$3.86,$3.00,$3,$9,$2.10,28.358
9013.0,Cesar Valdez,2955,sa328444,FA,RP,$3.86,$4.00,$3,$5,$2.20,2.09
sa3005315,Hunter Greene,23824,sa3005315,CIN AAA,SP,$3.85,$4.00,$1,$12,$2.10,85.97
10058.0,Tyler Matzek,12846,sa500725,ATL,RP,$3.85,$3.00,$2,$8,$1.70,46.269
12718.0,Adrian Houser,28712,sa597779,MIL,SP,$3.85,$3.00,$1,$8,$3.00,15.522
21534.0,Cal Raleigh,33654,sa3008377,SEA,C,$3.84,$4.00,$3,$7,$1.70,5.672000000000001
19339.0,Nicky Lopez,32632,sa918022,KCR,SS,$3.84,$3.00,$3,$9,$2.30,26.269000000000002
19901.0,Gavin Sheets,31572,sa829797,CHW,1B/OF,$3.84,$4.00,$3,$8,$1.80,18.507
16337.0,Nick Chad Gordon,18361,sa828662,MIN,2B/SS/OF,$3.83,$3.00,$1,$7,$1.30,3.582
15055.0,Dom Nunez,19333,sa737813,COL,C,$3.83,$3.50,$3,$6,$1.40,1.791
19345.0,Daulton Jefferies,31478,sa738964,OAK,SP/RP,$3.83,$3.50,$3,$6,$1.40,5.372999999999999
12950.0,Phillip Evans,29154,sa599250,PIT AAA,1B/3B/OF,$3.83,$3.50,$3,$6,$1.60,1.791
13182.0,Kyle Crick,18193,sa597770,CHW AAA,RP,$3.83,$3.00,$3,$8,$2.30,1.791
12828.0,Andrew Kittredge,27995,sa577676,TBR,RP,$3.83,$3.00,$3,$9,$2.50,50.148999999999994
19600.0,Bryan De La Cruz,20670,sa828304,MIA,OF,$3.82,$3.00,$3,$11,$1.80,10.149
15256.0,Cole Sulser,19629,sa738350,BAL,RP,$3.82,$3.00,$3,$7,$2.00,14.925
12092.0,Niko Goodrum,14455,sa550463,FA,2B/SS/OF,$3.81,$3.00,$3,$7,$1.20,4.776
18900.0,Leody Taveras,23690,sa912520,TEX,OF,$3.81,$3.00,$3,$7,$1.50,6.269
sa3010694,Riley Greene,36509,sa3010694,DET AAA,OF,$3.80,$4.00,$1,$9,$3.20,89.25399999999999
6887.0,Martin Maldonado,2792,sa254445,HOU,C,$3.80,$3.00,$3,$5,$1.30,1.493
17034.0,Sean Reid-Foley,20927,sa828690,NYM AAA,RP,$3.80,$3.00,$3,$7,$1.50,1.493
18365.0,Lewin Diaz,20758,sa828420,MIA,1B,$3.80,$3.00,$3,$5,$1.40,1.493
8202.0,Josh Harrison,5041,sa454741,FA,2B/SS/3B/OF,$3.80,$3.00,$3,$9,$2.20,14.925
14813.0,Kyle Farmer,29790,sa620958,CIN,SS/3B,$3.79,$3.00,$3,$8,$1.90,8.657
17610.0,Tanner Rainey,22690,sa874808,WSN,RP,$3.79,$3.00,$3,$7,$1.40,5.672000000000001
11476.0,Odubel Herrera,17822,sa505987,FA,OF,$3.79,$3.00,$3,$9,$1.70,4.178999999999999
21549.0,Jackson Kowar,33621,sa3008273,KCR,SP,$3.78,$3.50,$3,$9,$2.00,9.552
19698.0,Edward Olivares,21837,sa832015,KCR AAA,OF,$3.78,$3.00,$3,$7,$2.40,8.06
21224.0,Bailey Ober,32966,sa918555,MIN,SP,$3.77,$3.00,$3,$7,$2.10,22.09
sa3004615,Jeter Downs,23822,sa3004615,BOS AAA,2B/SS,$3.77,$3.00,$2,$10,$2.80,34.328
15794.0,Yonathan Daza,28456,sa597083,COL,OF,$3.75,$3.00,$3,$6,$1.40,1.194
17359.0,Josh Taylor,21947,sa842224,BOS,RP,$3.75,$3.50,$3,$6,$1.10,2.388
14387.0,Harold Ramirez,18528,sa660586,CHC,OF,$3.75,$3.50,$3,$5,$1.60,2.388
19181.0,Zack Collins,23619,sa738390,CHW,C,$3.75,$3.00,$3,$8,$1.50,2.388
20203.0,Elijah Morgan,31983,sa915827,CLE,SP,$3.75,$3.50,$3,$5,$6.10,1.194
21620.0,Jake Cousins,31672,sa873609,MIL AAA,RP,$3.74,$3.00,$1,$6,$2.20,17.313
18806.0,Drew Steckenrider,23836,sa621408,SEA,RP,$3.74,$3.00,$3,$8,$2.00,26.269000000000002
27459.0,Yoshi Tsutsugo,38107,,PIT,1B/OF,$3.72,$3.00,$3,$10,$1.40,11.642000000000001
16058.0,Stefan Crichton,19579,sa738289,ARI AAA,RP,$3.71,$4.00,$3,$5,$2.50,2.09
21987.0,Rodolfo Castro,32327,sa917362,PIT AAA,2B/3B,$3.71,$4.00,$3,$5,$1.60,2.09
19871.0,Tucker Davidson,32842,sa918393,ATL AAA,RP,$3.71,$3.50,$3,$6,$2.20,8.357999999999999
17452.0,Jose Alexander Siri,18943,sa736940,HOU,OF,$3.71,$3.00,$3,$7,$1.20,5.075
18126.0,LaMonte Wade Jr,21964,sa856280,SFG,1B/OF,$3.70,$3.00,$3,$9,$2.30,45.075
6609.0,Freddy Galvis,5111,sa392933,FA,SS/3B,$3.70,$3.00,$3,$7,$1.10,2.985
25007.0,Alex Vesia,35532,sa3008070,LAD,RP,$3.70,$3.50,$3,$5,$1.30,2.985
7802.0,Miguel Rojas,4475,sa455627,MIA,SS,$3.68,$3.00,$3,$9,$2.10,20.596999999999998
23293.0,Codi Heuer,34686,sa3006764,CHC,RP,$3.68,$3.00,$3,$7,$1.60,15.821
sa3010868,Anthony Volpe,36683,sa3010868,NYY A+,SS,$3.68,$3.00,$2,$12,$5.00,73.134
14968.0,Victor Caratini,19285,sa737618,SDP,C,$3.67,$3.00,$3,$5,$1.10,1.791
12037.0,Jon Berti,28931,sa598490,MIA,2B/3B/OF,$3.67,$3.00,$3,$5,$2.70,0.8959999999999999
16434.0,Christian Arroyo,19254,sa737529,BOS,2B,$3.67,$3.00,$3,$6,$1.50,1.791
19459.0,Jorge Alcala,22538,sa873325,MIN,RP,$3.67,$3.00,$3,$6,$2.40,1.791
19225.0,Mitch White,23770,sa917948,LAD,SP/RP,$3.67,$3.00,$3,$5,$1.20,0.8959999999999999
11801.0,Hansel Robles,10064,sa506925,FA,RP,$3.67,$3.00,$3,$7,$1.40,6.269
sa3009876,Peyton Burdick,36730,sa3009876,MIA AAA,OF,$3.67,$2.00,$2,$7,$1.50,0.8959999999999999
sa3014807,Eury Perez,38559,sa3014807,MIA A+,SP,$3.67,$2.50,$2,$10,$2.60,1.791
14950.0,Johan Camargo,23800,sa657234,PHI AAA,1B/3B,$3.67,$3.00,$3,$5,$1.30,0.8959999999999999
13834.0,Alec Mills,30759,sa658528,CHC,SP/RP,$3.67,$3.00,$3,$5,$4.60,0.8959999999999999
sa3017114,Marcelo Mayer,40095,sa3017114,BOS CPX,SS,$3.66,$3.00,$2,$8,$3.90,31.045
16572.0,Connor Joe,20332,sa827153,COL,1B/OF,$3.64,$3.00,$3,$8,$2.20,20.896
15832.0,Paul Fry,19479,sa738159,BAL AAA,RP,$3.64,$3.00,$3,$5,$2.00,3.284
14567.0,Franchy Cordero,18322,sa657481,BOS AAA,1B/OF,$3.64,$3.00,$3,$7,$1.50,3.284
22458.0,Taylor Walls,31969,sa915802,TBR AAA,SS,$3.64,$3.00,$3,$5,$1.90,3.284
19911.0,Jose Suarez,22236,sa872545,LAA,SP/RP,$3.63,$3.00,$3,$7,$1.10,5.672000000000001
sa917941,Nolan Jones,23870,sa917941,CLE AAA,3B/OF,$3.63,$4.00,$1,$7,$3.10,48.358000000000004
20503.0,William Contreras,22391,sa872847,ATL,C,$3.61,$3.00,$3,$7,$2.30,9.254
17490.0,Genesis Cabrera,20861,sa828534,STL,RP,$3.60,$3.00,$3,$9,$1.80,31.642
19403.0,Colin Poche,30449,sa657989,TBR,RP,$3.60,$4.00,$2,$6,$1.50,1.493
10231.0,Jose Iglesias,5098,sa519724,FA,2B/SS,$3.60,$3.00,$3,$5,$1.40,1.493
17278.0,Bobby Bradley,15450,sa828799,CLE,1B,$3.60,$3.00,$3,$7,$2.10,11.94
14169.0,Kyle Zimmer,18161,sa621583,FA,SP/RP,$3.60,$4.00,$3,$4,$2.20,2.985
16408.0,Victor Gonzalez,19990,sa739644,LAD AAA,RP,$3.60,$3.00,$3,$6,$2.10,5.97
20308.0,Jacob Meyers,26783,sa3004621,HOU,OF,$3.58,$3.00,$3,$7,$1.20,5.672000000000001
11752.0,Luke Jackson,18382,sa548163,ATL,RP,$3.58,$3.00,$3,$6,$2.20,9.851
6399.0,Jose Cisnero,5913,sa503949,DET,RP,$3.57,$3.00,$3,$7,$2.70,6.269
12910.0,Ken Giles,18220,sa503563,SEA,RP,$3.56,$3.00,$3,$15,$1.90,30.448
10200.0,Tucker Barnhart,12532,sa501601,DET,C,$3.55,$3.00,$3,$9,$1.40,11.94
10323.0,Rafael Ortega,9018,sa506292,CHC,OF,$3.55,$3.00,$3,$6,$1.60,9.851
13265.0,Mike Zunino,18183,sa502422,TBR,C,$3.54,$3.00,$3,$8,$1.70,58.806000000000004
25379.0,Sam Long,32883,sa918455,SFG AAA,SP/RP,$3.53,$3.00,$3,$6,$2.40,5.672000000000001
12988.0,Andrew Chafin,18157,sa597763,FA,RP,$3.52,$3.00,$3,$12,$1.80,32.537
sa917952,Jose Miranda,32585,sa917952,MIN AAA,1B/2B/3B,$3.51,$3.00,$2,$10,$2.60,75.22399999999999
7593.0,Jordan Lyles,8694,sa454403,FA,SP,$3.50,$3.50,$3,$4,$3.60,0.597
19695.0,Connor Seabold,31524,sa829464,BOS CPX,SP/RP,$3.50,$3.50,$3,$4,$1.30,0.597
17766.0,DJ Stewart,30877,sa658672,BAL,OF,$3.50,$3.50,$3,$4,$1.30,0.597
17425.0,Erick Fedde,18534,sa599293,WSN,SP,$3.50,$3.00,$3,$6,$1.40,2.388
18674.0,Jake Woodford,22672,sa874753,STL,SP/RP,$3.50,$3.50,$3,$4,$3.50,0.597
12325.0,Jace Peterson,18290,sa597803,MIL,1B/2B/3B/OF,$3.50,$3.00,$3,$5,$1.50,1.194
19926.0,Tony Santillan,22679,sa874781,CIN,SP/RP,$3.50,$3.00,$3,$5,$1.10,1.194
19599.0,Chas McCormick,26504,sa3004174,HOU,OF,$3.50,$3.00,$3,$5,$1.30,1.194
19456.0,Kyle Funkhouser,23783,sa827397,DET,RP,$3.50,$3.50,$3,$4,$1.40,0.597
19952.0,Khalil Lee,23698,sa917996,NYM AAA,OF,$3.50,$3.00,$1,$7,$1.00,2.985
17464.0,Jonathan Hernandez,19244,sa737482,TEX,RP,$3.50,$3.00,$3,$5,$2.10,2.388
sa3010279,Dustin Harris,36991,sa3010279,TEX A+,1B/3B,$3.50,$2.50,$2,$9,$2.30,2.388
17677.0,Jeffrey Springs,23144,sa876019,TBR,RP,$3.50,$3.00,$3,$5,$1.60,2.388
5615.0,Ryan Brasier,7676,sa390196,BOS,RP,$3.50,$3.50,$3,$4,$1.40,0.597
19647.0,Matt Foster,31439,sa738581,CHW,RP,$3.50,$3.00,$3,$5,$1.70,1.194
17922.0,Isan Diaz,20939,sa828704,MIA AAA,2B/3B,$3.50,$3.00,$3,$5,$1.40,1.194
13767.0,JT Chargois,23620,sa621373,TBR,RP,$3.50,$3.00,$3,$5,$1.20,1.194
sa3011642,J.J. Bleday,37797,sa3011642,MIA AA,OF,$3.50,$3.00,$2,$9,$2.20,39.701
10133.0,Brad Boxberger,4553,sa328086,FA,RP,$3.48,$3.00,$3,$10,$1.30,7.462999999999999
sa3006892,Alek Thomas,33681,sa3006892,ARI AAA,OF,$3.46,$3.00,$1,$9,$2.60,68.06
11487.0,Joely Rodriguez,10508,sa507216,NYY,RP,$3.45,$3.00,$1,$6,$1.40,3.284
sa3014421,Cade Cavalli,38334,sa3014421,WSN AAA,SP,$3.44,$3.00,$1,$8,$3.20,69.25399999999999
12775.0,Brad Miller,18156,sa597769,FA,1B/2B/OF,$3.44,$3.00,$3,$7,$1.50,4.776
sa3017042,Henry Davis,40052,sa3017042,PIT A+,Util,$3.44,$3.00,$2,$8,$3.20,25.373
5913.0,Leury Garcia,6063,sa456103,CHW,2B/SS/3B/OF,$3.43,$3.00,$3,$5,$1.30,4.178999999999999
sa3014423,Asa Lacy,38309,sa3014423,KCR A+,SP,$3.43,$3.00,$1,$9,$1.90,42.09
15947.0,Ryne Stanek,18394,sa548245,HOU,RP,$3.42,$3.00,$3,$6,$1.00,5.672000000000001
27498.0,Spencer Strider,38736,sa3015059,ATL,SP/RP,$3.42,$3.00,$3,$5,$1.50,3.582
sa3008745,Noelvi Marte,36030,sa3008745,SEA A+,SS,$3.40,$3.00,$1,$10,$3.40,75.22399999999999
sa3010023,Jairo Pomares,36848,sa3010023,SFG A+,OF,$3.40,$2.00,$2,$9,$1.80,1.493
17022.0,Edmundo Sosa,18890,sa736859,STL,2B/SS,$3.40,$3.00,$3,$5,$2.20,1.493
15905.0,Luis Torrens,19981,sa739618,SEA,C/1B,$3.38,$3.00,$3,$5,$1.40,3.8810000000000002
9368.0,Evan Longoria,1583,sa326460,SFG,3B,$3.38,$3.00,$3,$6,$1.70,22.686999999999998
16561.0,Austin Gomber,20402,sa827376,COL,SP,$3.38,$3.00,$3,$5,$2.00,7.164
sa3006884,Kristian Robinson,33632,sa3006884,ARI A,Util,$3.38,$3.00,$1,$6,$1.50,11.94
6984.0,Luis Garcia,4607,sa392441,SDP,RP,$3.38,$3.00,$3,$6,$1.20,7.164
13761.0,Chris Stratton,18172,sa621598,PIT,RP,$3.36,$3.00,$3,$7,$2.00,6.567
sa3014430,Max Meyer,38307,sa3014430,MIA AAA,SP,$3.36,$3.00,$1,$13,$2.60,82.38799999999999
22799.0,Geraldo Perdomo,26198,sa3003290,ARI,SS,$3.36,$3.00,$1,$6,$2.40,4.178999999999999
sa3007876,Brennen Davis,33675,sa3007876,CHC AAA,OF,$3.35,$3.00,$1,$8,$3.00,81.791
10343.0,Aaron Loup,6008,sa501580,LAA,RP,$3.35,$3.00,$2,$6,$1.60,22.09
sa3004138,Nick Pratto,23847,sa3004138,KCR AAA,1B,$3.35,$3.00,$1,$10,$1.90,64.179
sa917925,Jason Groome,23676,sa917925,BOS AA,SP,$3.33,$3.00,$2,$5,$1.40,0.8959999999999999
23292.0,Packy Naughton,31840,sa913120,LAA,SP,$3.33,$3.00,$3,$4,$1.50,0.8959999999999999
17485.0,Albert Abreu,20720,sa828366,NYY,RP,$3.33,$3.00,$3,$4,$1.30,0.8959999999999999
14677.0,Duane Underwood Jr.,23636,sa657936,PIT,RP,$3.33,$3.00,$3,$4,$1.40,0.8959999999999999
15937.0,Aledmys Diaz,18310,sa803159,HOU,1B/2B/SS/3B/OF,$3.33,$3.00,$3,$6,$2.20,5.372999999999999
16424.0,Jordan Luplow,20386,sa827333,ARI CPX,1B/OF,$3.33,$3.00,$3,$4,$1.10,2.687
3321.0,Darren O'Day,1984,sa326491,ATL,RP,$3.33,$3.00,$3,$4,$1.10,0.8959999999999999
19754.0,Reiver Sanmartin,23491,sa880982,CIN,SP/RP,$3.33,$3.00,$1,$8,$3.80,3.582
8410.0,Deolis Guerra,2242,sa325009,OAK,RP,$3.33,$3.00,$3,$4,$1.20,0.8959999999999999
17735.0,Tyler Alexander,19575,sa738285,DET,SP/RP,$3.33,$3.00,$3,$5,$11.00,1.791
