playerid,Name,Team,GS,G,IP,W,L,QS,SV,HLD,H,ER,HR,SO,BB,WHIP,K/9,BB/9,ERA,FIP,WAR,RA9-WAR,ADP
sa3010631,Jacques Pucheu,CIN,0,12,12.0,1.0,1.0,0.0,0.0,1.0,12.0,7.0,2.0,11.0,6.0,1.5,8.37,4.45,5.16,5.36,-0.1,0.0,999.0
19531,Jason Foley,DET,0,38,38.0,2.0,2.0,0.0,0.0,1.0,38.0,19.0,5.0,32.0,18.0,1.48,7.58,4.26,4.57,4.68,-0.09999999999999999,0.0,999.0
6627,Brad Brach,,0,46,46.0,2.0,2.0,0.0,0.0,0.0,44.0,24.0,7.0,44.0,23.0,1.45,8.64,4.45,4.62,4.72,-0.1,0.0,999.0
1581,Sean Doolittle,,0,54,54.0,3.0,3.0,0.0,0.0,0.0,52.0,28.0,10.0,53.0,21.0,1.34,8.83,3.47,4.74,4.9,-0.1,-0.1,999.0
20339,Matt Peacock,ARI,0,36,36.0,2.0,2.0,0.0,0.0,1.0,41.0,19.0,4.0,24.0,13.0,1.5,5.95,3.22,4.71,4.62,-0.1,0.0,999.0
19548,JD Hammer,PHI,0,20,20.0,1.0,1.0,0.0,0.0,1.0,22.0,13.0,4.0,18.0,10.0,1.61,8.06,4.61,5.77,5.43,-0.1,-0.2,999.0
19881,Gabe Klobosits,WSN,0,22,22.0,1.0,1.0,0.0,0.0,1.0,23.0,13.0,4.0,19.0,10.0,1.5,7.62,4.13,5.19,5.23,-0.10000000000000002,-0.10000000000000002,999.0
sa3004093,Collin Snider,KCR,0,28,28.0,1.0,1.0,0.0,0.0,1.0,30.0,15.0,4.0,20.0,12.0,1.49,6.52,3.85,4.78,4.85,-0.1,0.0,999.0
16466,Brent Honeywell Jr.,OAK,3,51,61.0,2.772727272727273,3.6969696969696972,0.9242424242424243,0.0,5.545454545454546,60.07575757575758,30.5,9.242424242424242,51.75757575757576,21.257575757575758,1.34,7.66,3.16,4.47,4.64,-0.09242424242424242,0.09242424242424242,594.3
16588,Jonathan Holder,CHC,0,30,30.0,1.0,2.0,0.0,0.0,1.0,31.000000000000004,16.0,5.0,25.0,11.0,1.41,7.44,3.37,4.83,4.87,-0.1,-0.1,999.0
12249,Ryan Sherriff,PHI,0,58,58.0,3.0,3.0,0.0,0.0,12.0,57.0,29.0,8.0,52.0,26.0,1.43,8.09,4.06,4.46,4.75,-0.1,0.0,999.0
18873,Beau Burrows,LAD,0,8,8.0,0.0,0.0,0.0,0.0,1.0,8.0,5.0,2.0,7.0,3.0,1.47,7.87,3.82,5.45,5.59,-0.1,-0.1,999.0
7836,Hunter Strickland,,0,58,58.0,3.0,3.0,0.0,0.0,0.0,57.0,30.999999999999996,10.0,53.0,24.0,1.4,8.28,3.66,4.82,4.9,-0.1,-0.1,599.9
10197,Shelby Miller,,0,20,20.0,1.0,1.0,0.0,0.0,0.0,20.0,11.0,3.0,18.0,9.0,1.46,8.26,4.22,4.82,4.88,-0.1,0.0,999.0
10843,Adam Kolarek,OAK,0,38,38.0,2.0,2.0,0.0,0.0,1.0,41.0,18.0,4.0,24.0,15.0,1.47,5.76,3.52,4.34,4.65,-0.09999999999999999,0.0,999.0
20383,Antonio Santos,NYM,0,20,20.0,1.0,1.0,0.0,0.0,1.0,21.0,11.0,3.0,16.0,8.0,1.43,7.25,3.63,4.83,5.01,-0.1,-0.1,999.0
13182,Kyle Crick,,0,16,16.0,1.0,1.0,0.0,0.0,1.0,16.0,9.0,3.0,15.0,8.0,1.51,8.29,4.76,5.13,5.3,-0.1,-0.1,999.0
15605,Phillips Valdez,BOS,0,44,44.0,2.0,2.0,0.0,0.0,4.0,45.0,23.0,5.0,39.0,21.0,1.5,7.88,4.26,4.69,4.6,-0.10000000000000002,0.0,999.0
sa918459,Joe Navilhon,DET,0,28,28.0,1.0,2.0,0.0,0.0,1.0,28.0,15.0,5.0,24.0,11.0,1.39,7.64,3.42,4.8,4.91,-0.1,0.0,999.0
12178,Domingo Tapia,KCR,0,67,67.0,3.0,4.0,0.0,1.0,13.0,67.0,34.0,8.0,56.0,33.0,1.49,7.53,4.37,4.61,4.69,-0.1,0.1,999.0
17002,Trevor Hildenberger,SFG,0,22,22.0,1.0,1.0,0.0,0.0,1.0,23.0,11.0,3.0,18.0,9.0,1.46,7.34,3.87,4.64,4.63,-0.10000000000000002,-0.10000000000000002,999.0
9939,Brandon Kintzler,,0,42,42.0,2.0,2.0,0.0,0.0,0.0,46.00000000000001,22.0,6.0,31.0,15.0,1.45,6.61,3.19,4.63,4.68,-0.1,0.0,999.0
15264,Keynan Middleton,,0,22,22.0,1.0,1.0,0.0,0.0,1.0,22.0,12.0,3.0,21.0,11.0,1.48,8.67,4.49,4.99,4.91,-0.10000000000000002,-0.10000000000000002,999.0
13549,Richard Rodríguez,,0,65,65.0,3.0,3.0,0.0,0.0,0.0,67.0,35.0,12.0,57.0,20.0,1.34,7.84,2.74,4.85,4.88,-0.1,-0.2,531.0
18297,Tyler Kinley,COL,0,58,58.0,3.0,3.0,0.0,0.0,11.0,61.99999999999999,35.0,10.0,57.0,27.0,1.52,8.79,4.16,5.39,5.08,-0.1,-0.1,999.0
10314,Erasmo Ramírez,,0,32,32.0,1.0,2.0,0.0,0.0,0.0,34.0,17.0,5.0,26.0,10.0,1.37,7.32,2.82,4.7,4.77,-0.1,-0.1,999.0
sa3007959,Durbin Feltman,BOS,0,26,26.0,1.0,1.0,0.0,0.0,1.0,26.0,14.0,4.0,24.0,12.0,1.47,8.28,4.14,4.95,4.88,-0.1,0.0,999.0
13397,Sam Selman,LAA,0,35,35.0,2.0,2.0,0.0,0.0,1.0,33.0,19.0,6.0,35.0,17.0,1.43,8.92,4.36,4.79,5.08,-0.1,-0.1,999.0
20430,Rony García,DET,3,25,35.0,1.75,2.625,0.875,0.0,0.875,35.875,20.125,6.125,29.75,14.875,1.44,7.65,3.74,5.07,5.11,-0.08750000000000001,0.0,999.0
1246,Matt Bush,TEX,0,32,32.0,1.0,2.0,0.0,0.0,1.0,31.0,16.0,5.0,31.0,14.0,1.4,8.76,3.93,4.63,4.7,-0.1,-0.1,999.0
16209,Jake Reed,NYM,0,47,47.0,2.0,2.0,0.0,0.0,5.999999999999999,46.0,23.0,7.0,42.0,19.0,1.39,8.08,3.63,4.48,4.65,-0.1,-0.2,999.0
19731,Kodi Whitley,STL,0,46,46.0,2.0,2.0,0.0,0.0,6.0,43.0,22.0,7.0,44.0,20.0,1.37,8.65,3.93,4.39,4.63,-0.1,0.0,999.0
sa829086,Yoan Aybar,COL,0,10,10.0,0.0,1.0,0.0,0.0,1.0,11.0,7.0,2.0,9.0,7.0,1.78,7.7,5.91,6.23,6.0,-0.1,-0.1,999.0
20074,Miguel Sánchez,MIL,0,34,34.0,2.0,2.0,0.0,0.0,1.0,34.0,18.0,5.0,30.0,15.0,1.45,7.82,3.97,4.81,4.95,-0.1,-0.1,999.0
20491,J.B. Bukauskas,ARI,0,52,52.0,2.0,3.0,0.0,0.0,9.0,51.0,27.000000000000004,7.0,49.0,26.0,1.47,8.48,4.43,4.63,4.62,-0.1,-0.1,600.5
sa3006164,Freddy Pacheco,STL,0,25,25.0,1.0,1.0,0.0,0.0,1.0,22.0,13.0,3.0,27.0,16.0,1.52,9.59,5.81,4.54,4.89,-0.1,-0.1,999.0
19784,Justin Garza,CLE,0,16,16.0,1.0,1.0,0.0,0.0,1.0,15.0,9.0,3.0,15.0,8.0,1.47,8.58,4.57,4.95,5.12,-0.1,0.0,999.0
25376,Nick Mears,PIT,0,56,56.0,3.0,3.0,0.0,0.0,10.0,53.0,29.000000000000004,8.0,55.0,28.0,1.46,8.85,4.55,4.66,4.71,-0.1,-0.1,999.0
sa3004024,Graham Spraker,TOR,0,25,25.0,1.0,1.0,0.0,0.0,1.0,25.0,13.0,4.0,22.0,11.0,1.42,7.98,3.81,4.83,5.0,-0.1,0.0,999.0
sa3003109,Miguel Romero,OAK,0,32,32.0,1.0,2.0,0.0,0.0,1.0,33.0,16.0,4.0,24.0,13.0,1.43,6.81,3.67,4.53,4.77,-0.1,0.0,999.0
12800,Noé Ramirez,ARI,0,64,64.0,3.0,3.0,0.0,1.0,16.0,66.0,35.0,11.0,56.0,25.0,1.41,7.9,3.45,4.94,4.88,-0.1,-0.2,600.9
12680,Ryne Harper,,0,38,38.0,2.0,2.0,0.0,0.0,0.0,40.0,21.000000000000004,6.0,31.0,14.0,1.42,7.33,3.42,4.88,4.96,-0.09999999999999999,-0.09999999999999999,999.0
13696,Robert Gsellman,,0,40,40.0,2.0,2.0,0.0,0.0,0.0,43.0,21.0,6.0,31.0,15.0,1.45,6.89,3.37,4.82,4.88,-0.1,-0.1,999.0
sa838671,Anderson Severino,CHW,0,24,24.0,1.0,1.0,0.0,0.0,1.0,23.0,13.0,4.0,22.0,14.0,1.57,8.39,5.42,4.85,5.22,-0.1,-0.1,999.0
11428,Brandon Workman,,0,40,40.0,2.0,2.0,0.0,0.0,0.0,39.0,21.0,5.0,38.0,22.0,1.53,8.63,4.93,4.67,4.77,-0.1,0.0,999.0
19940,Jhon Romero,WSN,0,32,32.0,1.0,2.0,0.0,0.0,1.0,33.0,18.0,6.0,29.0,12.0,1.4,8.07,3.35,4.97,4.97,-0.1,-0.1,999.0
18510,Josh Rogers,WSN,15,23,66.0,2.869565217391304,5.021739130434783,2.869565217391304,0.0,0.717391304347826,77.47826086956522,42.326086956521735,13.630434782608695,40.891304347826086,22.23913043478261,1.52,5.6,3.08,5.79,5.83,-0.07173913043478261,-0.14347826086956522,599.4
21101,Dauri Moreta,CIN,0,44,44.0,2.0,2.0,0.0,0.0,4.0,44.0,24.0,9.0,42.0,16.0,1.37,8.61,3.24,4.95,5.0,-0.20000000000000004,-0.10000000000000002,597.8
sa828669,Grant Holmes,OAK,0,44,44.0,2.0,2.0,0.0,0.0,3.0,44.0,22.0,6.0,38.0,19.0,1.42,7.69,3.84,4.54,4.72,-0.20000000000000004,-0.10000000000000002,999.0
2608,Jhoulys Chacín,COL,0,62,62.0,3.0,3.0,0.0,0.0,13.0,69.0,37.0,11.0,54.0,25.0,1.51,7.81,3.6,5.36,5.02,-0.2,-0.1,999.0
17639,Justin Lawrence,COL,0,42,42.0,2.0,2.0,0.0,0.0,3.0,46.00000000000001,25.0,6.0,37.0,24.0,1.66,7.84,5.08,5.43,5.12,-0.2,-0.1,999.0
9817,Sergio Romo,,0,64,64.0,3.0,3.0,0.0,0.0,0.0,66.0,35.0,11.0,57.0,23.0,1.39,8.03,3.28,4.92,4.92,-0.2,-0.2,600.5
10855,Chasen Shreve,,0,42,42.0,2.0,2.0,0.0,0.0,0.0,41.0,23.000000000000004,7.0,39.0,20.0,1.46,8.3,4.32,4.85,5.03,-0.2,-0.1,999.0
8110,Bryan Shaw,,0,72,72.0,3.0,4.0,0.0,0.0,0.0,73.0,38.0,10.0,63.0,34.0,1.48,7.94,4.21,4.7,4.75,-0.2,-0.1,597.8
5702,Junior Guerra,,0,38,38.0,2.0,2.0,0.0,0.0,0.0,38.0,21.000000000000004,6.0,33.0,19.0,1.51,7.86,4.53,4.91,5.02,-0.19999999999999998,-0.09999999999999999,999.0
19274,Jacob Webb,ATL,0,60,60.0,3.0,3.0,0.0,0.0,12.0,59.0,31.000000000000004,9.0,57.0,25.0,1.4,8.51,3.72,4.62,4.65,-0.2,0.0,999.0
15139,Ashton Goudeau,COL,2,26,30.0,0.9090909090909092,1.8181818181818183,0.0,0.0,0.9090909090909092,37.27272727272727,20.0,5.454545454545455,20.90909090909091,11.818181818181818,1.61,6.35,3.46,6.04,5.58,-0.18181818181818182,-0.18181818181818182,999.0
18332,Eric Hanhold,PIT,0,44,44.0,2.0,2.0,0.0,0.0,4.0,46.0,24.0,6.0,35.0,20.0,1.51,7.17,4.16,4.92,4.94,-0.20000000000000004,-0.3,999.0
22248,Paul Campbell,MIA,0,44,44.0,2.0,2.0,0.0,0.0,1.0,45.0,23.0,7.0,36.0,16.0,1.39,7.29,3.33,4.67,4.81,-0.20000000000000004,-0.20000000000000004,999.0
21087,Demarcus Evans,TEX,0,40,40.0,2.0,2.0,0.0,2.0,3.0,37.0,21.0,7.0,43.0,22.0,1.48,9.57,4.94,4.83,4.96,-0.2,-0.1,600.5
3200,Ervin Santana,,0,40,40.0,2.0,2.0,0.0,0.0,0.0,42.0,22.0,7.0,34.0,14.0,1.39,7.61,3.13,4.91,4.94,-0.2,-0.1,999.0
15068,Yency Almonte,,0,40,40.0,2.0,2.0,0.0,0.0,0.0,40.0,22.0,6.0,36.0,19.0,1.49,8.16,4.34,4.9,4.93,-0.2,-0.1,999.0
20218,Yennsy Díaz,NYM,0,33,33.0,2.0,2.0,0.0,0.0,1.0,33.0,18.0,6.0,29.0,14.0,1.43,7.79,3.93,4.94,5.2,-0.2,-0.3,999.0
6895,Chase Anderson,TEX,19,19,90.0,4.411764705882353,7.0588235294117645,3.5294117647058822,0.0,0.0,99.70588235294119,57.35294117647059,18.52941176470588,64.41176470588235,35.294117647058826,1.5,6.45,3.53,5.73,5.79,-0.1764705882352941,-0.1764705882352941,999.0
14681,Andres Machado,WSN,0,60,60.0,3.0,3.0,0.0,0.0,14.0,62.00000000000001,33.0,9.0,51.0,26.0,1.47,7.66,3.95,4.96,4.98,-0.2,-0.2,999.0
6483,Steve Cishek,,0,71,71.0,3.0,4.0,0.0,0.0,0.0,72.0,38.0,10.0,61.99999999999999,35.0,1.51,7.85,4.48,4.82,4.94,-0.2,-0.2,999.0
sa920272,Alexander Vizcaíno,CHC,0,24,24.0,1.0,1.0,0.0,0.0,1.0,25.0,14.0,4.0,19.0,15.0,1.66,7.18,5.48,5.37,5.49,-0.2,-0.2,999.0
8350,AJ Ramos,,0,48,48.0,2.0,3.0,0.0,0.0,0.0,47.0,27.0,9.0,44.0,22.0,1.45,8.2,4.21,5.04,5.22,-0.2,-0.3,999.0
17682,Ralph Garza Jr.,MIN,0,54,54.0,2.0,3.0,0.0,0.0,9.0,55.00000000000001,30.0,8.0,49.0,25.0,1.48,8.16,4.18,4.96,4.92,-0.2,-0.2,999.0
12237,Dan Winkler,,0,48,48.0,2.0,3.0,0.0,0.0,0.0,46.0,26.0,7.0,46.0,25.0,1.49,8.58,4.71,4.84,4.98,-0.2,-0.2,999.0
16610,J.P. Feyereisen,TBR,0,58,58.0,3.0,3.0,0.0,1.0,11.0,53.0,29.0,9.0,57.0,30.000000000000004,1.44,8.79,4.69,4.56,4.88,-0.3,-0.1,597.1
6785,Andrew Miller,,0,56,56.0,3.0,3.0,0.0,0.0,0.0,56.0,30.0,8.0,52.0,26.0,1.45,8.3,4.11,4.75,4.88,-0.3,-0.2,999.0
sa3004216,Hunter Stratton,PIT,0,48,48.0,2.0,3.0,0.0,0.0,6.0,46.0,26.0,7.0,45.0,26.0,1.5,8.47,4.94,4.86,5.06,-0.3,-0.3,999.0
19457,Bryan Garcia,DET,0,42,42.0,2.0,2.0,0.0,0.0,3.0,44.0,24.0,7.0,33.0,20.0,1.52,6.99,4.2,5.14,5.22,-0.3,-0.3,999.0
19682,Jordan Sheffield,COL,0,48,48.0,2.0,3.0,0.0,0.0,6.0,53.0,31.0,9.0,44.0,27.0,1.66,8.26,5.1,5.87,5.55,-0.3,-0.3,999.0
21290,Lucas Gilbreath,COL,0,54,54.0,2.0,3.0,0.0,0.0,9.0,58.00000000000001,33.0,9.0,49.0,28.0,1.6,8.14,4.65,5.46,5.29,-0.3,-0.2,596.4
9388,Josh Tomlin,,0,45,45.0,2.0,2.0,0.0,0.0,0.0,51.0,25.999999999999996,9.0,33.0,10.0,1.35,6.58,1.99,5.13,5.13,-0.3,-0.3,999.0
17556,Jimmy Herget,LAA,0,54,54.0,2.0,3.0,0.0,0.0,7.0,53.0,29.000000000000004,9.0,50.0,24.0,1.43,8.34,3.99,4.87,5.02,-0.3,-0.1,999.0
19231,Caleb Baragar,SFG,0,36,36.0,2.0,2.0,0.0,0.0,1.0,36.0,20.0,6.0,30.0,18.0,1.48,7.59,4.38,5.06,5.3,-0.3,-0.2,999.0
5420,Pedro Báez,HOU,0,54,54.0,2.0,3.0,0.0,0.0,9.0,55.00000000000001,31.0,10.0,44.0,23.0,1.44,7.35,3.78,5.11,5.32,-0.4,-0.4,999.0
18674,Jake Woodford,STL,6,38,58.0,2.558823529411765,3.411764705882353,1.7058823529411764,0.0,0.8529411764705882,61.411764705882355,32.411764705882355,9.382352941176471,41.794117647058826,23.02941176470588,1.46,6.48,3.64,5.01,5.24,-0.3411764705882353,-0.17058823529411765,598.6
18699,Nick Neidert,MIA,2,36,41.0,1.9069767441860466,2.8604651162790695,0.0,0.0,0.9534883720930233,43.860465116279066,23.837209302325583,6.674418604651163,28.6046511627907,16.209302325581394,1.48,6.35,3.64,5.17,5.34,-0.38139534883720927,-0.28604651162790695,999.0
9460,Dan Straily,ARI,18,18,100.0,4.0,8.0,5.0,0.0,0.0,113.99999999999999,66.0,22.0,74.0,39.0,1.52,6.61,3.48,5.92,5.83,-0.4,-0.3,565.7
5640,Tyler Clippard,,0,60,60.0,3.0,3.0,0.0,0.0,0.0,61.0,34.0,12.0,54.0,21.0,1.37,8.11,3.18,5.11,5.14,-0.4,-0.3,600.8
4020,Yusmeiro Petit,,0,75,75.0,3.0,4.0,0.0,0.0,0.0,86.0,44.0,15.0,49.0,19.0,1.41,5.91,2.31,5.31,5.35,-0.5,-0.6,600.9
